Item,Open,Close,Volume
0,0.012051212203759196,0.015141267590269444,0.37724770218929105
1,0.01419776627621902,0.010657794262026843,0.3256440180584465
2,0.009893761917733584,0.010112359550561806,0.1898197785299343
3,0.010874421138654333,0.007407003381695226,0.24270137132323968
4,0.008368292018523571,0.010297807352459915,0.22490508770060744
5,0.01047126123672025,0.010963237700447256,0.17297962694569843
6,0.011081449196404261,0.010134176939020412,0.15841431607908246
7,0.010373195314628186,0.011137776808116076,0.19281399314166225
8,0.010950694633614838,0.011105050725428181,0.15570978404568342
9,0.011288477254154189,0.013635867786625941,0.22435351279044863
10,0.013958049577771733,0.015784880549798194,0.31272600479448154
11,0.015995641514573694,0.012185011454128952,0.2663545600646583
12,0.00942522473440481,0.010341442129377126,0.20861464194800478
13,0.010438572596022891,0.007254281662485013,0.21576898268121675
14,0.007300463089076559,0.0031307952438093256,0.3323293184542878
15,0.0037591936801961434,0.001167230282535195,0.2502320362616974
16,0.002157450286025611,0.007777898985491444,0.2908087965131258
17,0.007333151729773918,0.007145194720191997,0.1502660436536078
18,0.008030509397984206,0.008388785862332285,0.28753279372052576
19,0.010024516480523021,0.011268681138867684,0.22329143351141714
20,0.010405883955325546,0.009239664012217735,0.4582397195516533
21,0.02194497412149278,0.016908476055416177,0.7956647608951783
22,0.016736584037047128,0.019592014835824165,0.30703903826269346
23,0.016998093162626002,0.01603578051707212,0.3517308945990222
24,0.01633342413511306,0.011486855023453701,0.3064442040219225
25,0.011811495505311909,0.012915893967492098,0.2698377600490761
26,0.013881776082811242,0.00906512490454893,0.41290118663860687
27,0.009087442113865446,0.007090651249045496,0.4541266646972481
28,0.006189049305366401,0.006774299116395779,0.3099964123529564
29,0.004118768727867067,0.009828733500599984,0.9358925740231334
30,0.00998093162625989,0.011050507254281666,0.6231024549165962
31,0.010580223372378114,0.01278498963674049,0.3967556928442919
32,0.01228003268864071,0.012512272281007972,0.24359975867245057
33,0.01265050394987742,0.012534089669466564,0.19639846767040117
34,0.011560882593298835,0.008945129268026625,0.31935102740787236
35,0.009817488422773094,0.010352350823606415,0.37208361037503845
36,0.004402070280577514,0.007592451183593335,0.6225973610381924
37,0.007551076001089632,0.005945238354968921,0.23271896722196989
38,0.005829474257695463,0.007101559943274799,0.179610502726051
39,0.007627349496050123,0.006043416603032634,0.21914013632665275
40,0.005807681830563877,0.0055634340569434,0.16735126586294322
41,0.005905747752655954,0.006567033926039051,0.17439038774230756
42,0.00621084173249796,0.005956147049198224,0.15387897244358503
43,0.006799237265050412,0.007548816406676123,0.20140275327071525
44,0.007518387360392273,0.0055743427511726895,0.1850603914027503
45,0.004859711250340515,0.003479873459146937,0.26693776175092127
46,0.0031163170798147732,0.0027271735573251993,0.2568229481919961
47,0.0028003268864069814,0.0015381258863314123,0.18467794350601946
48,0.0016453282484336779,0.0,0.2613131880114942
49,0.0,0.0019744736555034476,0.24404494366548138
50,0.0007627349496050206,0.0003381695211083363,0.16307188761289848
51,0.0009915554344865352,0.002345369259299679,0.1903645165475916
52,0.0019068373740125377,0.0027598996400130943,0.1631069820215304
53,0.002157450286025611,0.0032180647976437354,0.17122908734764672
54,0.0032034867883410645,0.0019744736555034476,0.12612128725995742
55,0.0014491964042495226,0.002181738845860162,0.10664268540545771
56,0.0029419776627621907,0.002323551870841059,0.07885539008308251
57,0.0034758921274857107,0.003512599541834846,0.20232674207709908
58,0.003138109506946346,0.0024980909785098787,0.146505285508139
59,0.0029092890220648454,0.002988982218828401,0.14114223520346442
60,0.00143830019068375,0.00302170830151631,0.1536904168507463
61,0.0035194769817488564,0.0027598996400130943,0.1395703647565766
62,0.002527921547262335,0.0056288862223191904,0.18586183260001513
63,0.006777444837918825,0.007417912075924515,0.20237624806488888
64,0.007594660855352764,0.007766990291262141,0.1170075374034584
65,0.007344047943339704,0.010254172575542717,0.2256032131230561
66,0.010024516480523021,0.009316024871822856,0.11301931732005224
67,0.009697630073549457,0.009959637831351592,0.12027972825959177
68,0.009654045219286297,0.010352350823606415,0.16726164846626856
69,0.009904658131299385,0.00979600741791209,0.14846845738161574
70,0.009795695995641535,0.008988764044943823,0.13873518177329708
71,0.008074094252247366,0.005465255808879688,0.27208294144167144
72,0.005055843094524656,0.006545216537580459,0.14835225480222836
73,0.00764914192318171,0.008966946656485217,0.19770495355979284
74,0.012694088804140566,0.012621359223300987,0.3676206443461309
75,0.013696540452192874,0.015959419657467,0.44665814661976655
76,0.025954780713701997,0.022286462310461455,0.804232223366295
77,0.023187142467992375,0.026508126977200827,0.47562832271745914
78,0.024494688095886688,0.023890040362168657,0.41227639795514937
79,0.023274312176518666,0.0244572924620923,0.2409152454537862
80,0.02410242440751839,0.024271844660194178,0.2009462800271154
81,0.025420866248978477,0.024577288098614605,0.21304330054871226
82,0.025497139743938996,0.025831787934984196,0.22766001107478212
83,0.025388177608281146,0.02795898330969783,0.4248900711302426
84,0.028319259057477536,0.02921348314606742,0.28657319404960163
85,0.02907109779351677,0.028384422384640562,0.17204462041326898
86,0.02895123944429312,0.028951674484564205,0.15370143457679192
87,0.028733315172977406,0.02786080506163413,0.12338348071017508
88,0.027360392263688374,0.0288316788480419,0.14332126105350904
89,0.029267229637700898,0.030740700338169544,0.26951084345906623
90,0.030269681285753205,0.029333478782589725,0.20748104582223073
91,0.029376191773358776,0.029617104832551547,0.16956885375414749
92,0.029648597112503408,0.030609796007417908,0.12902824541630625
93,0.030138926722963796,0.031744300207265194,0.1792273662214423
94,0.03179515118496325,0.03503872586451402,0.29009271809957604
95,0.0354671751566331,0.03504963455874331,0.22620483507005157
96,0.03594660855352767,0.03638049525471802,0.18824207950922325
97,0.0370035412694089,0.04392931166139412,0.5145698114109605
98,0.044532824843366944,0.044234755099814546,0.7033807548067043
99,0.04222282756742034,0.04686375040907602,0.4337318208749904
100,0.04671206755652414,0.04598014617650266,0.3205198409079708
101,0.04643966221737948,0.04968910221446492,0.28698766221265254
102,0.05133206210841733,0.055841605759790566,0.5350554039142635
103,0.05883955325524383,0.06169957456092505,0.8541740261633611
104,0.0618578044129665,0.061645031089778576,0.42948719272963864
105,0.06080087169708527,0.05747790989418568,0.4499269190296492
106,0.05840370471261237,0.06331406130686158,0.5429761160292469
